,date,tic,open,high,low,close,volume,day
2268,2009-12-11,600028.SH,5.8566,5.9068,5.7423,5.7788,743642.79,4
2269,2009-12-11,600030.SH,15.6361,15.7444,15.4196,15.466,667768.69,4
2270,2009-12-11,600031.SH,6.5345,6.5888,6.444,6.5454,28617.67,4
2271,2009-12-11,600036.SH,11.1156,11.3116,11.0524,11.1409,496587.91,4
2272,2009-12-11,600048.SH,6.0469,6.0929,5.9645,5.9887,288408.44,4
2273,2009-12-11,600050.SH,5.8885,5.9427,5.8524,5.8614,900007.23,4
2274,2009-12-11,600104.SH,12.2664,12.3472,12.0334,12.0857,151098.03,4
2275,2009-12-14,600000.SH,6.3395,6.5555,6.1782,6.472,1041664.78,0
2276,2009-12-14,600009.SH,12.8968,13.3244,12.6201,13.2741,307577.33,0
2277,2009-12-14,600016.SH,3.0943,3.1906,3.0221,3.1665,2367415.75,0
2278,2009-12-14,600028.SH,5.7971,6.3503,5.7148,6.2634,3080149.59,0
2279,2009-12-14,600030.SH,15.3319,15.6722,14.8473,15.5175,1116496.42,0
2280,2009-12-14,600031.SH,6.482,6.5454,6.4259,6.4893,47611.64,0
2281,2009-12-14,600036.SH,11.065,11.5203,10.8816,11.4001,1273025.22,0
2282,2009-12-14,600048.SH,5.9597,6.0081,5.7707,5.9548,331933.7,0
2283,2009-12-14,600050.SH,5.8614,6.0511,5.7801,6.0149,2273550.74,0
2284,2009-12-14,600104.SH,12.1143,12.1951,11.8005,12.138,127683.2,0
2285,2009-12-15,600000.SH,6.4345,6.4403,6.3078,6.3395,764003.32,1
2286,2009-12-15,600009.SH,13.2741,13.2741,12.9974,13.0561,152932.55,1
2287,2009-12-15,600016.SH,3.1505,3.1665,3.1184,3.1224,1495114.25,1
2288,2009-12-15,600028.SH,6.1766,6.3092,6.1263,6.236,1573976.31,1
2289,2009-12-15,600030.SH,15.3577,15.4402,15.0999,15.1412,677189.49,1
2290,2009-12-15,600031.SH,6.5164,6.6431,6.4675,6.5689,65276.8,1
2291,2009-12-15,600036.SH,11.3179,11.5519,11.2294,11.3432,788645.43,1
2292,2009-12-15,600048.SH,5.8628,5.8628,5.6956,5.7537,601830.85,1
2293,2009-12-15,600050.SH,5.9788,6.0782,5.9427,5.9969,1883185.41,1
2294,2009-12-15,600104.SH,12.0857,12.5992,11.9811,12.3758,228629.46,1
2295,2009-12-16,600000.SH,6.302,6.4172,6.2646,6.302,537261.59,2
2296,2009-12-16,600009.SH,13.098,13.5005,13.0477,13.249,323861.21,2
2297,2009-12-16,600016.SH,3.1023,3.1826,3.0903,3.1144,1149666.81,2
2298,2009-12-16,600028.SH,6.1949,6.2909,6.0943,6.1034,1007595.05,2
2299,2009-12-16,600030.SH,14.9298,15.466,14.9298,15.1463,632915.03,2
2300,2009-12-16,600031.SH,6.5653,6.5798,6.5074,6.5544,27165.58,2
2301,2009-12-16,600036.SH,11.3053,11.5835,11.2547,11.3179,800207.68,2
2302,2009-12-16,600048.SH,5.7174,5.7731,5.6811,5.7465,330572.35,2
2303,2009-12-16,600050.SH,6.0059,6.1865,5.9878,6.0872,2966589.92,2
2304,2009-12-16,600104.SH,12.3615,12.4899,12.2284,12.2902,137455.2,2
2305,2009-12-17,600000.SH,6.3193,6.3596,6.158,6.1638,660254.13,3
2306,2009-12-17,600009.SH,13.1316,13.3244,12.8968,12.9135,180525.01,3
2307,2009-12-17,600016.SH,3.1385,3.1585,3.0742,3.0823,1273999.07,3
2308,2009-12-17,600028.SH,6.1309,6.1629,5.9023,5.9114,1321772.53,3
2309,2009-12-17,600030.SH,15.167,15.2288,14.8009,14.8525,702311.96,3
2310,2009-12-17,600031.SH,6.6069,6.7427,6.4947,6.5526,46636.99,3
2311,2009-12-17,600036.SH,11.4191,11.5076,10.9955,11.065,734052.21,3
2312,2009-12-17,600048.SH,5.7634,5.8482,5.698,5.7295,357891.59,3
2313,2009-12-17,600050.SH,6.1775,6.2317,6.042,6.1504,4041491.1,3
2314,2009-12-17,600104.SH,12.3282,12.4043,11.9811,12.0334,171000.58,3
2315,2009-12-18,600000.SH,6.1062,6.1321,5.9535,5.9708,819138.51,4
2316,2009-12-18,600009.SH,12.7961,13.0896,12.662,12.9052,182451.49,4
2317,2009-12-18,600016.SH,3.0542,3.0783,3.006,3.01,1587119.22,4
2318,2009-12-18,600028.SH,5.8246,6.1034,5.8063,5.9388,1856140.97,4
2319,2009-12-18,600030.SH,14.7391,14.9504,14.4504,14.7081,831679.3,4
2320,2009-12-18,600031.SH,6.5345,6.5345,6.2358,6.3173,55198.29,4
2321,2009-12-18,600036.SH,10.9385,11.084,10.7236,10.8627,694065.55,4
2322,2009-12-18,600048.SH,5.6447,5.6447,5.2765,5.3007,595436.48,4
2323,2009-12-18,600050.SH,6.0962,6.2949,6.0872,6.1956,4377766.22,4
2324,2009-12-18,600104.SH,12.0049,12.2426,11.7957,11.9716,176387.05,4
2325,2009-12-21,600000.SH,5.9708,6.0514,5.8815,5.9478,526524.52,0
2326,2009-12-21,600009.SH,12.8716,13.7018,12.8381,13.5089,480578.29,0
2327,2009-12-21,600016.SH,3.01,3.0341,2.9498,2.9859,1250080.96,0
2328,2009-12-21,600028.SH,5.9388,5.9709,5.8291,5.9297,838097.11,0
2329,2009-12-21,600030.SH,14.7958,15.0742,14.7185,15.0432,698751.88,0
2330,2009-12-21,600031.SH,6.3101,6.3879,6.1453,6.2214,36197.97,0
2331,2009-12-21,600036.SH,10.8184,10.9385,10.4833,10.6351,812483.57,0
2332,2009-12-21,600048.SH,5.2571,5.4025,5.1844,5.3637,541942.72,0
2333,2009-12-21,600050.SH,6.1865,6.2227,6.0059,6.0872,2023076.35,0
2334,2009-12-21,600104.SH,12.0429,12.2426,11.9764,12.1095,142894.31,0
2335,2009-12-22,600000.SH,5.9794,5.9881,5.7605,5.7634,663461.66,1
2336,2009-12-22,600009.SH,13.5089,13.7102,13.3496,13.5592,301269.43,1
2337,2009-12-22,600016.SH,2.9859,2.998,2.8896,2.9177,1240743.03,1
2338,2009-12-22,600028.SH,5.9251,6.0943,5.8566,5.9343,1485473.61,1
2339,2009-12-22,600030.SH,15.0432,15.0432,14.4916,14.5483,643906.02,1
2340,2009-12-22,600031.SH,6.2358,6.254,5.8738,5.8992,50884.14,1
2341,2009-12-22,600036.SH,10.6856,10.7236,10.1672,10.3252,815809.52,1
2342,2009-12-22,600048.SH,5.3516,5.354,5.1311,5.2135,496279.85,1
2343,2009-12-22,600050.SH,6.0782,6.3401,6.0782,6.2227,3683818.75,1
2344,2009-12-23,600000.SH,5.7778,5.8181,5.7029,5.7778,603372.85,2
2345,2009-12-23,600009.SH,13.5844,13.9701,13.4586,13.8779,344262.52,2
2346,2009-12-23,600016.SH,2.9137,2.9418,2.8816,2.9057,1105861.16,2
2347,2009-12-23,600028.SH,5.9206,6.0623,5.8886,5.9846,1036360.87,2
2348,2009-12-23,600030.SH,14.5638,14.7288,14.471,14.6463,619708.38,2
2349,2009-12-23,600031.SH,5.9136,6.0784,5.9136,6.0621,61201.55,2
2350,2009-12-23,600036.SH,10.3189,10.3821,10.1166,10.2999,580043.23,2
2351,2009-12-23,600048.SH,5.2183,5.3031,5.1844,5.2426,263061.08,2
2352,2009-12-23,600050.SH,6.2227,6.3672,6.1956,6.3672,3875677.26,2
2353,2009-12-23,600104.SH,11.9906,12.352,11.9906,12.3139,208471.03,2
2354,2009-12-24,600000.SH,5.8095,5.9679,5.7404,5.9593,854723.09,3
2355,2009-12-24,600009.SH,13.8611,14.6745,13.7437,14.1965,482365.1,3
2356,2009-12-24,600016.SH,2.9137,3.014,2.8816,2.99,1715558.1,3
2357,2009-12-24,600028.SH,6.012,6.1217,5.98,6.1034,1141738.48,3
2358,2009-12-24,600030.SH,14.7288,15.0845,14.5896,14.9917,835877.96,3
2359,2009-12-24,600031.SH,6.2141,6.482,6.1996,6.4531,82444.91,3
2360,2009-12-24,600036.SH,10.3695,10.6224,10.1798,10.5529,711173.37,3
2361,2009-12-24,600048.SH,5.2329,5.4,5.1747,5.3492,310483.36,3
2362,2009-12-24,600050.SH,6.3491,6.4123,6.2859,6.4033,3418637.81,3
2363,2009-12-24,600104.SH,12.352,12.9463,12.3235,12.8322,322400.76,3
2364,2009-12-25,600000.SH,5.9046,5.9247,5.8181,5.8613,682354.43,4
2365,2009-12-25,600009.SH,14.1294,14.3391,14.0288,14.1462,242617.5,4
2366,2009-12-25,600016.SH,2.9859,3.0301,2.9619,2.998,1207937.58,4
2367,2009-12-25,600028.SH,6.1126,6.14,6.0211,6.0851,815529.12,4
2368,2009-12-25,600030.SH,14.9762,15.0381,14.8473,14.8628,457330.25,4
2369,2009-12-25,600031.SH,6.4422,6.5617,6.4277,6.5526,90033.52,4
2370,2009-12-25,600036.SH,10.4643,10.5465,10.3252,10.3695,550080.64,4
2371,2009-12-25,600048.SH,5.3298,5.3904,5.2692,5.3443,208931.9,4
2372,2009-12-25,600050.SH,6.3672,6.3943,6.3039,6.3491,1700845.73,4
2373,2009-12-25,600104.SH,12.8322,12.875,12.5422,12.7894,202790.0,4
2374,2009-12-28,600000.SH,5.8613,6.0428,5.8613,5.9823,610965.81,0
2375,2009-12-28,600009.SH,14.1714,14.3139,14.0791,14.1881,225356.61,0
2376,2009-12-28,600016.SH,2.998,3.0702,2.998,3.0341,1105290.2,0
2377,2009-12-28,600028.SH,6.1263,6.2863,6.1263,6.1903,1056945.6,0
2378,2009-12-28,600030.SH,15.1463,15.5536,15.1051,15.3938,1070242.22,0
2379,2009-12-28,600031.SH,6.6033,6.6974,6.52,6.5997,56803.46,0
2380,2009-12-28,600036.SH,10.4011,10.7742,10.3695,10.6161,801641.94,0
2381,2009-12-28,600048.SH,5.3419,5.4243,5.3031,5.3734,218824.6,0
2382,2009-12-28,600050.SH,6.3401,6.4033,6.2769,6.3581,2109458.86,0
2383,2009-12-28,600104.SH,12.8084,12.8559,12.5564,12.7466,271557.83,0
2384,2009-12-29,600000.SH,5.9881,6.037,5.9362,6.0284,493787.32,1
2385,2009-12-29,600009.SH,14.1965,14.5655,14.163,14.3307,233329.87,1
2386,2009-12-29,600016.SH,3.0421,3.0823,3.01,3.0742,1261423.93,1
2387,2009-12-29,600028.SH,6.1949,6.2772,6.108,6.268,912914.93,1
2388,2009-12-29,600030.SH,15.3886,15.8887,15.3835,15.8732,1369717.16,1
2389,2009-12-29,600031.SH,6.5581,6.7517,6.5164,6.7228,94454.96,1
2390,2009-12-29,600036.SH,10.6224,10.9006,10.5592,10.8564,714417.18,1
2391,2009-12-29,600048.SH,5.3734,5.3734,5.1844,5.2644,310653.42,1
2392,2009-12-29,600050.SH,6.3581,6.4123,6.2859,6.4033,1920033.82,1
2393,2009-12-29,600104.SH,12.7799,12.7799,12.4518,12.6753,229626.75,1
2394,2009-12-30,600000.SH,6.0428,6.2675,6.0198,6.23,1107758.07,2
2395,2009-12-30,600009.SH,14.3474,14.381,13.9198,14.1965,274746.4,2
2396,2009-12-30,600016.SH,3.0783,3.1906,3.0622,3.1665,2983327.75,2
2397,2009-12-30,600028.SH,6.268,6.5606,6.2634,6.4646,2017802.67,2
2398,2009-12-30,600030.SH,15.997,16.3424,15.997,16.2341,2363300.95,2
2399,2009-12-30,600031.SH,6.7246,6.7716,6.6232,6.6884,65957.4,2
2400,2009-12-30,600036.SH,10.8816,11.476,10.85,11.3938,2272767.49,2
2401,2009-12-30,600048.SH,5.2353,5.4073,5.1481,5.3976,484852.61,2
2402,2009-12-30,600050.SH,6.4123,6.611,6.3943,6.5749,3306139.96,2
2403,2009-12-30,600104.SH,12.6991,12.7799,12.5184,12.6515,394856.88,2
2404,2009-12-31,600000.SH,6.2588,6.302,6.1926,6.2473,632966.49,3
2405,2009-12-31,600009.SH,14.1714,14.7583,14.0036,14.6074,435961.02,3
2406,2009-12-31,600016.SH,3.1826,3.2267,3.1625,3.1746,1941650.96,3
2407,2009-12-31,600028.SH,6.4692,6.5286,6.4006,6.4418,972757.15,3
2408,2009-12-31,600030.SH,16.3372,16.4919,16.1929,16.3785,1594096.79,3
2409,2009-12-31,600031.SH,6.6884,6.6884,6.5273,6.663,115732.16,3
2410,2009-12-31,600036.SH,11.4128,11.5329,11.2863,11.4128,1015413.68,3
2411,2009-12-31,600048.SH,5.354,5.463,5.3177,5.4267,314229.59,3
2412,2009-12-31,600050.SH,6.5659,6.6562,6.5026,6.5839,1734611.62,3
2413,2009-12-31,600104.SH,12.6563,12.6895,12.2189,12.4233,390530.97,3
2414,2010-01-04,600000.SH,6.2876,6.2991,6.0946,6.1033,661913.38,0
2415,2010-01-04,600009.SH,14.6326,15.3034,14.6326,15.0099,478212.06,0
2416,2010-01-04,600016.SH,3.2227,3.2709,3.1786,3.1826,2435691.26,0
2417,2010-01-04,600028.SH,6.4829,6.5012,6.3137,6.3183,842260.21,0
2418,2010-01-04,600030.SH,16.497,16.6517,16.1052,16.131,1106207.58,0
2419,2010-01-04,600031.SH,6.6612,6.6775,6.5363,6.5906,61694.26,0
2420,2010-01-04,600036.SH,11.3369,11.4507,11.1662,11.1978,746135.58,0
2421,2010-01-04,600048.SH,5.4315,5.4703,5.3007,5.3056,277488.48,0
2422,2010-01-04,600050.SH,6.602,6.611,6.4394,6.4485,1594569.99,0
2423,2010-01-04,600104.SH,12.5564,12.8892,12.5279,12.8179,356781.86,0
2424,2010-01-05,600000.SH,6.1667,6.2156,5.9881,6.1494,1151479.43,1
2425,2010-01-05,600009.SH,15.0099,15.3285,14.9344,15.1105,257679.82,1
2426,2010-01-05,600016.SH,3.2067,3.2669,3.1304,3.2388,2301868.23,1
2427,2010-01-05,600028.SH,6.3275,6.4235,6.1857,6.3549,1100179.18,1
2428,2010-01-05,600030.SH,16.265,17.0641,15.8836,16.9198,2093915.41,1
2429,2010-01-05,600031.SH,6.5888,6.6413,6.4802,6.5961,75582.38,1
2430,2010-01-05,600036.SH,11.1978,11.3811,10.9638,11.2104,914013.73,1
2431,2010-01-05,600048.SH,5.3031,5.3056,5.0391,5.1408,629569.34,1
2432,2010-01-05,600050.SH,6.4665,6.6833,6.3762,6.6742,2690852.65,1
2433,2010-01-05,600104.SH,12.7941,12.8132,12.1,12.1951,405012.17,1
2434,2010-01-06,600000.SH,6.1321,6.135,6.014,6.0284,967825.75,2
2435,2010-01-06,600009.SH,15.0938,15.1357,14.7583,14.8422,193714.87,2
2436,2010-01-06,600016.SH,3.2227,3.2428,3.1706,3.1746,1616806.01,2
2437,2010-01-06,600028.SH,6.332,6.3457,6.204,6.2177,1042644.64,2
2438,2010-01-06,600030.SH,17.0126,17.0899,16.7033,16.7239,1437889.3,2
2439,2010-01-06,600031.SH,6.5961,7.0051,6.5418,6.7771,128889.43,2
2440,2010-01-06,600036.SH,11.1851,11.1851,10.9449,10.9765,774277.06,2
2441,2010-01-06,600048.SH,5.1263,5.245,5.0391,5.136,467974.71,2
2442,2010-01-06,600050.SH,6.6381,6.7013,6.5117,6.5297,1496474.81,2
2443,2010-01-06,600104.SH,12.3615,12.409,11.8575,12.0002,496332.19,2
2444,2010-01-07,600000.SH,6.014,6.0601,5.8469,5.893,852360.72,3
2445,2010-01-07,600009.SH,14.7583,15.0602,14.6409,14.6913,225992.61,3
2446,2010-01-07,600016.SH,3.1706,3.1786,3.0702,3.0903,1665061.61,3
2447,2010-01-07,600028.SH,6.2223,6.2543,5.9709,6.0531,1241500.42,3
2448,2010-01-07,600030.SH,16.7136,16.9507,16.1877,16.3166,1235592.34,3
2449,2010-01-07,600031.SH,6.7771,6.9201,6.6341,6.7101,141505.04,3
2450,2010-01-07,600036.SH,10.9575,11.0207,10.6098,10.692,1019431.96,3
2451,2010-01-07,600048.SH,5.1505,5.2087,5.0512,5.1384,422345.92,3
2452,2010-01-07,600050.SH,6.5207,6.5659,6.322,6.3401,1698797.64,3
2453,2010-01-07,600104.SH,11.9336,11.9336,11.3536,11.4677,542518.32,3
2454,2010-01-08,600000.SH,5.8585,5.991,5.8469,5.9593,657076.46,4
2455,2010-01-08,600009.SH,14.599,15.3453,14.5487,15.0434,288408.7,4
2456,2010-01-08,600016.SH,3.0863,3.1344,3.0662,3.1224,1175146.95,4
2457,2010-01-08,600028.SH,5.9846,6.012,5.8246,5.9891,1321802.82,4
2458,2010-01-08,600030.SH,16.2083,16.6826,16.1362,16.6311,1040929.92,4
2459,2010-01-08,600031.SH,6.7101,6.7101,6.4802,6.5888,76754.82,4
2460,2010-01-08,600036.SH,10.673,10.7362,10.5465,10.692,803598.62,4
2461,2010-01-08,600048.SH,5.1069,5.2232,5.0827,5.2062,319176.27,4
2462,2010-01-08,600050.SH,6.322,6.4485,6.3039,6.4214,1137541.32,4
2463,2010-01-08,600104.SH,11.268,11.268,10.4597,10.8971,739923.46,4
2464,2010-01-11,600000.SH,6.2214,6.279,5.9247,5.9593,1163048.12,0
2465,2010-01-11,600009.SH,15.3453,15.664,15.0015,15.2531,355985.01,0
2466,2010-01-11,600016.SH,3.2709,3.295,3.1304,3.1585,2582785.74,0
2467,2010-01-11,600028.SH,6.2406,6.2634,5.8977,5.9571,1740279.7,0
2468,2010-01-11,600030.SH,18.2962,18.2962,17.0899,17.2291,3089308.74,0
2469,2010-01-11,600031.SH,6.6685,6.7481,6.3137,6.3807,159798.29,0
2470,2010-01-11,600036.SH,11.3053,11.3242,10.6224,10.7109,1465692.5,0
2471,2010-01-11,600048.SH,5.2547,5.2741,5.0463,5.0875,439245.5,0
2472,2010-01-11,600050.SH,6.7646,6.7646,6.4304,6.4485,2779810.58,0
2473,2010-01-11,600104.SH,10.8876,10.9922,10.5073,10.6404,488441.64,0
2474,2010-01-12,600000.SH,5.942,6.0399,5.8354,5.991,823511.39,1
2475,2010-01-12,600009.SH,15.2531,15.3537,14.9931,15.1441,322833.34,1
2476,2010-01-12,600016.SH,3.1385,3.1946,3.0502,3.1746,1830956.68,1
2477,2010-01-12,600028.SH,5.9206,6.1492,5.8428,6.0897,1595541.7,1
2478,2010-01-12,600030.SH,17.0126,17.4611,16.6878,17.3116,1334600.77,1
2479,2010-01-12,600031.SH,6.3897,6.4006,6.1182,6.3644,191589.69,1
2480,2010-01-12,600036.SH,10.673,10.8564,10.4011,10.7931,1121898.32,1
2481,2010-01-12,600048.SH,5.0899,5.1893,4.9179,5.1626,571170.23,1
2482,2010-01-12,600050.SH,6.4304,6.8639,6.4033,6.8097,4108424.1,1
2483,2010-01-12,600104.SH,10.6927,11.016,10.5928,11.0112,556823.18,1
2484,2010-01-13,600000.SH,5.8325,5.8613,5.7029,5.7116,1463996.84,2
2485,2010-01-13,600009.SH,14.7835,15.7562,14.7416,15.4376,445259.29,2
2486,2010-01-13,600016.SH,3.0702,3.1023,3.01,3.0341,2895546.54,2
2487,2010-01-13,600028.SH,5.9617,6.0074,5.8428,5.8748,1647579.73,2
2488,2010-01-13,600030.SH,16.8321,17.0899,16.3218,16.3888,1828043.8,2
2489,2010-01-13,600031.SH,6.2051,6.2087,6.0639,6.1472,174092.68,2
2490,2010-01-13,600036.SH,10.4454,10.5592,10.0976,10.2114,2052232.76,2
2491,2010-01-13,600048.SH,5.0027,5.0512,4.9276,4.9494,444263.37,2
2492,2010-01-13,600050.SH,6.6562,7.0897,6.6381,6.882,4417498.36,2
2493,2010-01-13,600104.SH,10.7402,10.9399,10.6499,10.7117,334782.87,2
2494,2010-01-14,600000.SH,5.7231,5.7663,5.6568,5.7519,773407.71,3
2495,2010-01-14,600009.SH,15.4711,16.3264,15.3285,16.1755,378923.59,3
2496,2010-01-14,600016.SH,3.0502,3.0542,2.99,3.0381,1447283.34,3
2497,2010-01-14,600028.SH,5.8931,5.9388,5.82,5.916,892655.89,3
2498,2010-01-14,600030.SH,16.4609,16.8012,16.198,16.6311,1101306.51,3
2499,2010-01-14,600031.SH,6.1725,6.3245,6.1544,6.3028,88159.67,3
2500,2010-01-14,600036.SH,10.243,10.3379,10.085,10.3252,1247175.72,3
2501,2010-01-14,600048.SH,4.9543,5.0342,4.9131,4.9882,235774.47,3
2502,2010-01-14,600050.SH,6.9542,7.0716,6.8368,6.9452,2364022.44,3
2503,2010-01-14,600104.SH,10.8306,10.8781,10.6451,10.8211,233730.74,3
2504,2010-01-15,600000.SH,5.7663,5.8325,5.6799,5.7721,691836.68,4
2505,2010-01-15,600009.SH,16.1503,16.2761,15.9323,16.0329,179329.39,4
2506,2010-01-15,600016.SH,3.0421,3.0662,2.994,3.0381,1160269.43,4
2507,2010-01-15,600028.SH,5.9114,6.0303,5.8474,5.9663,879060.13,4
2508,2010-01-15,600030.SH,16.6517,16.7496,16.3527,16.4867,919581.76,4
2509,2010-01-15,600031.SH,6.3354,6.5128,6.2449,6.4476,134976.89,4
2510,2010-01-15,600036.SH,10.2873,10.4074,10.1355,10.3126,873021.99,4
2511,2010-01-15,600048.SH,5.0052,5.1747,5.0052,5.0827,412001.55,4
2512,2010-01-15,600050.SH,6.9542,7.0536,6.8729,6.9181,1813548.41,4
2513,2010-01-15,600104.SH,10.8781,10.997,10.8211,10.978,299584.34,4
2514,2010-01-18,600000.SH,5.7346,5.8441,5.7231,5.8297,699402.18,0
2515,2010-01-18,600009.SH,16.0832,17.6094,16.0748,17.1985,525890.69,0
2516,2010-01-18,600016.SH,3.014,3.0542,3.01,3.0461,1131460.84,0
2517,2010-01-18,600028.SH,5.9434,5.9526,5.852,5.9114,1110392.46,0
2518,2010-01-18,600030.SH,16.2135,16.2135,15.7237,15.9351,1793273.87,0
2519,2010-01-18,600031.SH,6.4404,6.6685,6.4006,6.5888,118136.8,0
2520,2010-01-18,600036.SH,10.1798,10.2999,10.1103,10.2304,960226.34,0
2521,2010-01-18,600048.SH,5.0585,5.1965,5.0585,5.1723,317079.05,0
2522,2010-01-18,600050.SH,6.9,7.0355,6.7465,6.9542,2210528.7,0
2523,2010-01-18,600104.SH,11.0065,11.0065,10.6737,10.8353,278303.9,0
2524,2010-01-19,600000.SH,5.8325,5.9305,5.821,5.8613,699661.39,1
2525,2010-01-19,600009.SH,17.2488,17.383,16.9469,17.2488,312428.61,1
2526,2010-01-19,600016.SH,3.0542,3.1104,3.0542,3.0943,1543008.35,1
2527,2010-01-19,600028.SH,5.9297,6.012,5.9114,5.9709,1284063.26,1
2528,2010-01-19,600030.SH,15.9403,16.2083,15.8268,15.9815,1162183.66,1
2529,2010-01-19,600031.SH,6.6142,6.6558,6.3897,6.4802,117287.61,1
2530,2010-01-19,600036.SH,10.2557,10.3695,10.2177,10.2746,984442.69,1
2531,2010-01-19,600048.SH,5.2038,5.2062,5.1336,5.1554,236785.74,1
2532,2010-01-19,600050.SH,6.9271,6.9813,6.7555,6.8278,1792350.81,1
2533,2010-01-19,600104.SH,10.9114,10.9114,10.6499,10.7117,260027.82,1
2534,2010-01-20,600000.SH,5.8815,5.9132,5.6453,5.7001,807765.1,2
2535,2010-01-20,600009.SH,17.2236,17.2236,16.3767,16.5025,348823.25,2
2536,2010-01-20,600016.SH,3.1023,3.1063,2.994,3.01,1256365.85,2
2537,2010-01-20,600028.SH,5.9754,5.98,5.6691,5.692,1687729.49,2
2538,2010-01-20,600030.SH,15.8784,15.8784,15.1567,15.2443,2146467.45,2
2539,2010-01-20,600031.SH,6.4802,6.4856,6.1001,6.1544,157652.2,2
2540,2010-01-20,600036.SH,10.2999,10.3126,10.0028,10.0281,1078806.28,2
2541,2010-01-20,600048.SH,5.165,5.1893,4.9204,4.9688,326534.77,2
2542,2010-01-20,600050.SH,6.8278,6.8458,6.4846,6.5207,2106264.81,2
2543,2010-01-20,600104.SH,10.7117,10.7212,10.2125,10.222,362398.94,2
2544,2010-01-21,600000.SH,5.726,5.9247,5.6914,5.8959,934181.86,3
2545,2010-01-21,600009.SH,16.5109,17.1482,16.1839,16.536,337459.5,3
2546,2010-01-21,600016.SH,3.014,3.0903,3.006,3.0622,1197457.4,3
2547,2010-01-21,600028.SH,5.692,5.7331,5.5365,5.6371,1222929.94,3
2548,2010-01-21,600030.SH,15.2855,15.435,15.0123,15.3629,1138819.91,3
2549,2010-01-21,600031.SH,6.1544,6.1598,5.8467,6.0241,202806.76,3
2550,2010-01-21,600036.SH,10.0407,10.3063,9.9901,10.2114,912858.13,3
2551,2010-01-21,600048.SH,4.9615,5.0221,4.8792,4.9858,289842.94,3
2552,2010-01-21,600050.SH,6.5207,6.7194,6.4304,6.6201,1717665.15,3
2553,2010-01-21,600104.SH,10.203,10.2648,9.9605,10.0889,252532.85,3
2554,2010-01-22,600000.SH,5.8181,6.0774,5.7634,6.0198,1544459.76,4
2555,2010-01-22,600009.SH,16.427,16.8715,15.9323,16.2006,384157.56,4
2556,2010-01-22,600016.SH,3.0181,3.1786,3.002,3.1224,2768784.09,4
2557,2010-01-22,600028.SH,5.5365,5.6462,5.4725,5.5777,1091558.13,4
2558,2010-01-22,600030.SH,15.0535,15.2598,14.6978,15.0587,1217141.22,4
2559,2010-01-22,600036.SH,10.1166,10.654,10.085,10.5402,1944471.02,4
2560,2010-01-22,600048.SH,4.8574,4.9228,4.7992,4.8428,285562.98,4
2561,2010-01-22,600050.SH,6.5297,6.7104,6.4304,6.5749,1692873.15,4
2562,2010-01-22,600104.SH,9.9843,10.3789,9.642,10.2886,336155.28,4
2563,2010-01-25,600000.SH,5.9218,6.0428,5.8815,5.893,802327.25,0
2564,2010-01-25,600009.SH,16.1671,16.1671,15.4292,15.4962,265301.13,0
2565,2010-01-25,600016.SH,3.0702,3.1505,3.0502,3.0622,1217659.3,0
2566,2010-01-25,600028.SH,5.5365,5.6097,5.5137,5.5502,472637.17,0
2567,2010-01-25,600030.SH,14.9556,15.2804,14.8422,15.0381,761392.82,0
2568,2010-01-25,600036.SH,10.3632,10.6161,10.2114,10.262,956048.6,0
2569,2010-01-25,600048.SH,4.838,4.8937,4.8089,4.8283,203018.05,0
2570,2010-01-25,600050.SH,6.5117,6.602,6.322,6.331,1384757.06,0
2571,2010-01-25,600104.SH,10.1269,10.3456,9.8702,10.1317,179572.13,0
2572,2010-01-26,600000.SH,5.9017,6.0198,5.8095,5.9593,919365.59,1
2573,2010-01-26,600009.SH,15.4376,15.6807,14.9764,15.5633,312505.51,1
2574,2010-01-26,600016.SH,3.0582,3.1063,3.01,3.0301,1133158.94,1
2575,2010-01-26,600028.SH,5.5548,5.5777,5.2896,5.3262,976558.09,1
2576,2010-01-26,600030.SH,15.0535,15.1824,14.5432,14.6721,815277.19,1
2577,2010-01-26,600031.SH,5.8467,5.9716,5.5209,5.5842,184421.53,1
2578,2010-01-26,600036.SH,10.262,10.3442,10.0533,10.1735,973648.9,1
2579,2010-01-26,600048.SH,4.8356,4.855,4.5691,4.5957,322208.46,1
2580,2010-01-26,600050.SH,6.3491,6.3943,6.2046,6.2407,1141650.39,1
2581,2010-01-26,600104.SH,10.0984,10.2933,10.0413,10.1554,188210.32,1
2582,2010-01-27,600000.SH,5.9535,5.991,5.6972,5.7202,942643.63,2
2583,2010-01-27,600009.SH,15.4292,15.6388,15.1273,15.2447,184483.73,2
2584,2010-01-27,600016.SH,3.0381,3.0622,2.9217,2.9378,1192607.75,2
2585,2010-01-27,600028.SH,5.3445,5.3582,5.2348,5.2531,666588.1,2
2586,2010-01-27,600030.SH,14.6978,14.8112,14.5483,14.5741,643077.53,2
2587,2010-01-27,600031.SH,5.5571,5.7019,5.4267,5.4847,143784.74,2
2588,2010-01-27,600036.SH,10.1861,10.2241,9.7372,9.7625,1411065.41,2
2589,2010-01-27,600048.SH,4.6103,4.7193,4.5109,4.5957,248238.86,2
2590,2010-01-27,600050.SH,6.2317,6.3762,6.2136,6.2859,1061221.12,2
2591,2010-01-27,600104.SH,10.184,10.222,9.6515,9.8702,169942.41,2
2592,2010-01-28,600000.SH,5.6972,5.7173,5.582,5.6741,586917.04,3
